protein	annotation	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C30_planktonic_1 Spectral Count	C30_planktonic_2 Spectral Count	C30_planktonic_3 Spectral Count	C30_secreted_1 Spectral Count	C30_secreted_2 Spectral Count	C30_secreted_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_planktonic_1 Spectral Count	LMWPE_planktonic_2 Spectral Count	LMWPE_planktonic_3 Spectral Count	LMWPE_secreted_1 Spectral Count	LMWPE_secreted_2 Spectral Count	LMWPE_secreted_3 Spectral Count	Succinate_planktonic_1 Spectral Count	Succinate_planktonic_2 Spectral Count	Succinate_planktonic_3 Spectral Count	C30_planktonic_1 Unique Spectral Count	C30_planktonic_2 Unique Spectral Count	C30_planktonic_3 Unique Spectral Count	C30_secreted_1 Unique Spectral Count	C30_secreted_2 Unique Spectral Count	C30_secreted_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_planktonic_1 Unique Spectral Count	LMWPE_planktonic_2 Unique Spectral Count	LMWPE_planktonic_3 Unique Spectral Count	LMWPE_secreted_1 Unique Spectral Count	LMWPE_secreted_2 Unique Spectral Count	LMWPE_secreted_3 Unique Spectral Count	Succinate_planktonic_1 Unique Spectral Count	Succinate_planktonic_2 Unique Spectral Count	Succinate_planktonic_3 Unique Spectral Count	C30_planktonic_1 Total Spectral Count	C30_planktonic_2 Total Spectral Count	C30_planktonic_3 Total Spectral Count	C30_secreted_1 Total Spectral Count	C30_secreted_2 Total Spectral Count	C30_secreted_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_planktonic_1 Total Spectral Count	LMWPE_planktonic_2 Total Spectral Count	LMWPE_planktonic_3 Total Spectral Count	LMWPE_secreted_1 Total Spectral Count	LMWPE_secreted_2 Total Spectral Count	LMWPE_secreted_3 Total Spectral Count	Succinate_planktonic_1 Total Spectral Count	Succinate_planktonic_2 Total Spectral Count	Succinate_planktonic_3 Total Spectral Count	C30_planktonic_1 Intensity	C30_planktonic_2 Intensity	C30_planktonic_3 Intensity	C30_secreted_1 Intensity	C30_secreted_2 Intensity	C30_secreted_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_planktonic_1 Intensity	LMWPE_planktonic_2 Intensity	LMWPE_planktonic_3 Intensity	LMWPE_secreted_1 Intensity	LMWPE_secreted_2 Intensity	LMWPE_secreted_3 Intensity	Succinate_planktonic_1 Intensity	Succinate_planktonic_2 Intensity	Succinate_planktonic_3 Intensity	C30_planktonic_1 MaxLFQ Intensity	C30_planktonic_2 MaxLFQ Intensity	C30_planktonic_3 MaxLFQ Intensity	C30_secreted_1 MaxLFQ Intensity	C30_secreted_2 MaxLFQ Intensity	C30_secreted_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_planktonic_1 MaxLFQ Intensity	LMWPE_planktonic_2 MaxLFQ Intensity	LMWPE_planktonic_3 MaxLFQ Intensity	LMWPE_secreted_1 MaxLFQ Intensity	LMWPE_secreted_2 MaxLFQ Intensity	LMWPE_secreted_3 MaxLFQ Intensity	Succinate_planktonic_1 MaxLFQ Intensity	Succinate_planktonic_2 MaxLFQ Intensity	Succinate_planktonic_3 MaxLFQ Intensity	Indistinguishable Proteins
MAG107_contig_30_1777	"MAG107_contig_30_1777 rank: C; putative redox protein (db=kegg)"	"MAG107_contig_30_1777 rank: C; putative redox protein (db=kegg)"		132			"MAG107_contig_30_1777 rank: C; putative redox protein (db=kegg)"	1.0	0.999	10	991	991	991	43	32	36	25	13	8	45	35	36	49	55	50	77	94	101	80	89	79	43	32	36	25	13	8	45	35	36	49	55	50	77	94	101	80	89	79	43	32	36	25	13	8	45	35	36	49	55	50	77	94	101	80	89	79	6019184.0	4734456.5	5629217.5	1404441.0	537141.5	515833.03	2668020.8	1620108.8	3108460.5	3269329.2	3554171.5	3446867.5	1.1317388E7	1.135702E7	1.4102277E7	6154881.0	7659683.5	8035773.0	1389535.2	1326241.1	1251275.8	329617.1	136913.17	135815.72	582375.6	368439.7	675600.4	893445.4	891156.9	917391.2	2525965.2	2462957.2	2576019.5	1265591.4	1614357.0	1627215.1	
MAG107_contig_30_1778	MAG107_contig_30_1778 rank: E	MAG107_contig_30_1778 rank: E		148			MAG107_contig_30_1778 rank: E	1.0	0.999	8	340	340	340	12	11	10	3	1	2	9	6	6	25	21	23	23	33	23	40	34	47	12	11	10	3	1	2	9	6	6	25	21	23	23	33	23	40	34	47	12	11	10	3	1	2	9	6	6	25	21	23	23	33	23	40	34	47	593127.44	647944.9	434631.28	82863.3	55334.15	32008.873	184439.06	86008.64	103332.51	854037.8	890201.3	802257.6	1222577.4	1532742.0	1452833.2	1605217.4	1952731.6	1844360.9	234491.25	253037.64	212454.11	83070.664	0.0	0.0	96673.766	51910.12	67159.25	283078.3	247311.34	239723.17	289027.44	341600.7	331499.66	445680.4	549162.4	512719.12	
MAG107_contig_30_1779	"MAG107_contig_30_1779 rank: C; glutathione S-transferase [EC:2.5.1.18] (db=kegg)"	"MAG107_contig_30_1779 rank: C; glutathione S-transferase [EC:2.5.1.18] (db=kegg)"		213			"MAG107_contig_30_1779 rank: C; glutathione S-transferase [EC:2.5.1.18] (db=kegg)"	1.0	0.999	10	211	211	211	9	6	6	11	11	13	18	17	12	14	15	14	4	3	2	10	10	16	9	6	6	11	11	13	18	17	12	14	15	14	4	3	2	10	10	16	9	6	6	11	11	13	18	17	12	14	15	14	4	3	2	10	10	16	221760.27	176009.44	171228.84	500577.56	508486.22	511029.97	726899.0	314437.56	536178.8	654440.06	545945.56	612714.5	194077.02	105664.85	82302.37	478234.12	480097.2	342595.56	119105.34	92947.76	128287.45	144844.73	158319.36	163077.03	117715.484	84020.48	129131.805	121458.555	115921.805	114645.586	167618.39	191913.69	151479.78	84063.586	87275.4	74538.516	
MAG107_contig_30_1780	"MAG107_contig_30_1780 rank: D; Serine aminopeptidase, S33 [PF12146.12]; alpha/beta hydrolase fold [PF00561.24]; Alpha/beta hydrolase family [PF12697.11]; Prolyl oligopeptidase family [PF00326.25]; TAP-like protein [PF08386.14]; Serine hydrolase [PF06821.17] (db=pfam)"	"MAG107_contig_30_1780 rank: D; Serine aminopeptidase, S33 [PF12146.12]; alpha/beta hydrolase fold [PF00561.24]; Alpha/beta hydrolase family [PF12697.11]; Prolyl oligopeptidase family [PF00326.25]; TAP-like protein [PF08386.14]; Serine hydrolase [PF06821.17] (db=pfam)"		199			"MAG107_contig_30_1780 rank: D; Serine aminopeptidase, S33 [PF12146.12]; alpha/beta hydrolase fold [PF00561.24]; Alpha/beta hydrolase family [PF12697.11]; Prolyl oligopeptidase family [PF00326.25]; TAP-like protein [PF08386.14]; Serine hydrolase [PF06821.17] (db=pfam)"	1.0	0.999	3	33	33	33	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	8	8	6	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	8	8	6	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	8	8	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35110.562	53336.93	37919.17	0.0	0.0	0.0	109997.78	129764.2	135869.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23159.307	23608.76	24073.834	0.0	0.0	0.0	42174.64	49388.83	50861.66	
MAG107_contig_30_1781	"MAG107_contig_30_1781 rank: C; DNA polymerase IV [EC:2.7.7.7] (db=kegg)"	"MAG107_contig_30_1781 rank: C; DNA polymerase IV [EC:2.7.7.7] (db=kegg)"		351			"MAG107_contig_30_1781 rank: C; DNA polymerase IV [EC:2.7.7.7] (db=kegg)"	0.9991	0.999	3	6	6	6	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	38266.953	18267.363	0.0	81982.24	0.0	14612.744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_1782	"MAG107_contig_30_1782 rank: C; lysozyme (db=kegg)"	"MAG107_contig_30_1782 rank: C; lysozyme (db=kegg)"		252			"MAG107_contig_30_1782 rank: C; lysozyme (db=kegg)"	1.0	0.999	8	69	69	69	0	0	0	0	0	0	4	2	8	7	4	3	10	8	13	4	3	2	0	0	0	0	0	0	4	2	8	7	4	3	10	8	13	4	3	2	0	0	0	0	0	0	4	2	8	7	4	3	10	8	13	4	3	2	0.0	0.0	0.0	0.0	0.0	0.0	83103.875	35131.92	75600.17	109286.9	61950.29	118458.41	440891.25	282826.5	436674.56	52543.227	86035.13	68291.47	0.0	0.0	0.0	0.0	0.0	0.0	34254.832	20670.37	30585.506	34469.758	36021.184	48096.25	95248.266	91792.07	81287.8	31689.21	34806.996	40693.77	
MAG107_contig_30_1783	"MAG107_contig_30_1783 rank: C; MFS transporter, DHA2 family, multidrug resistance protein (db=kegg)"	"MAG107_contig_30_1783 rank: C; MFS transporter, DHA2 family, multidrug resistance protein (db=kegg)"		463			"MAG107_contig_30_1783 rank: C; MFS transporter, DHA2 family, multidrug resistance protein (db=kegg)"	0.9983	0.999	2	8	8	8	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	151099.88	157427.34	182070.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88148.63	95372.984	108556.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_1784	"MAG107_contig_30_1784 rank: D; YNCE-like beta-propeller [PF21783.1] (db=pfam)"	"MAG107_contig_30_1784 rank: D; YNCE-like beta-propeller [PF21783.1] (db=pfam)"		609			"MAG107_contig_30_1784 rank: D; YNCE-like beta-propeller [PF21783.1] (db=pfam)"	1.0	0.999	9	36	36	36	0	0	0	9	12	1	1	0	0	0	1	0	2	0	10	0	0	0	0	0	0	9	12	1	1	0	0	0	1	0	2	0	10	0	0	0	0	0	0	9	12	1	1	0	0	0	1	0	2	0	10	0	0	0	0.0	0.0	0.0	172855.3	239602.7	43105.086	0.0	0.0	0.0	0.0	0.0	0.0	48051.242	0.0	108139.336	0.0	0.0	0.0	0.0	0.0	0.0	61469.06	65563.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23834.22	0.0	35736.996	0.0	0.0	0.0	
MAG107_contig_30_1785	"MAG107_contig_30_1785 rank: C; thiaminase (transcriptional activator TenA) [EC:3.5.99.2] (db=kegg)"	"MAG107_contig_30_1785 rank: C; thiaminase (transcriptional activator TenA) [EC:3.5.99.2] (db=kegg)"		223			"MAG107_contig_30_1785 rank: C; thiaminase (transcriptional activator TenA) [EC:3.5.99.2] (db=kegg)"	1.0	0.999	8	285	285	285	8	5	4	1	0	1	21	24	24	11	15	8	20	28	26	24	29	30	8	5	4	1	0	1	21	24	24	11	15	8	20	28	26	24	29	30	8	5	4	1	0	1	21	24	24	11	15	8	20	28	26	24	29	30	389544.22	376720.06	229677.9	45831.75	0.0	34514.457	343751.56	472172.12	772849.4	831883.6	428630.7	316230.0	836611.25	706125.75	1028261.6	1499325.0	480281.62	515840.78	235228.31	224924.28	107275.67	0.0	0.0	0.0	208110.47	269504.44	255289.98	250598.4	171913.95	146228.75	549703.8	454496.06	679144.7	380944.2	309188.97	309040.56	
MAG107_contig_30_1786	"MAG107_contig_30_1786 rank: C; uncharacterized protein (db=kegg)"	"MAG107_contig_30_1786 rank: C; uncharacterized protein (db=kegg)"		361			"MAG107_contig_30_1786 rank: C; uncharacterized protein (db=kegg)"	1.0	0.999	3	102	102	102	2	2	1	12	12	22	6	5	5	1	2	2	4	7	9	4	1	2	2	2	1	12	12	22	6	5	5	1	2	2	4	7	9	4	1	2	2	2	1	12	12	22	6	5	5	1	2	2	4	7	9	4	1	2	140216.06	214058.81	194826.31	940826.7	1036231.7	923271.25	284916.3	374339.75	224262.28	169589.89	107622.19	90323.836	57435.152	66876.234	72969.25	67018.516	56932.145	58597.777	0.0	0.0	0.0	794590.0	706841.1	990850.56	299936.6	286798.4	231073.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_1787	"MAG107_contig_30_1787 rank: D; Major Facilitator Superfamily [PF07690.20]; Sugar (and other) transporter [PF00083.28]; Transmembrane secretion effector [PF05977.17] (db=pfam)"	"MAG107_contig_30_1787 rank: D; Major Facilitator Superfamily [PF07690.20]; Sugar (and other) transporter [PF00083.28]; Transmembrane secretion effector [PF05977.17] (db=pfam)"		453			"MAG107_contig_30_1787 rank: D; Major Facilitator Superfamily [PF07690.20]; Sugar (and other) transporter [PF00083.28]; Transmembrane secretion effector [PF05977.17] (db=pfam)"	1.0	0.999	9	80	80	80	0	0	1	16	14	22	7	6	2	5	1	1	0	0	0	2	0	1	0	0	1	16	14	22	7	6	2	5	1	1	0	0	0	2	0	1	0	0	1	16	14	22	7	6	2	5	1	1	0	0	0	2	0	1	0.0	0.0	44871.562	338895.75	327104.12	408739.75	115137.086	118675.24	20050.795	62983.844	28808.584	4232.766	0.0	0.0	0.0	35844.277	21122.342	0.0	0.0	0.0	0.0	100512.84	105685.375	99371.3	40281.902	42802.316	17695.834	33058.117	0.0	0.0	0.0	0.0	0.0	24422.527	0.0	0.0	
MAG107_contig_30_1788	"MAG107_contig_30_1788 rank: C; single-strand DNA-binding protein (db=kegg)"	"MAG107_contig_30_1788 rank: C; single-strand DNA-binding protein (db=kegg)"		202			"MAG107_contig_30_1788 rank: C; single-strand DNA-binding protein (db=kegg)"	1.0	0.999	12	3278	3278	3278	45	35	30	271	260	320	184	191	221	107	128	118	218	250	223	216	202	177	45	35	30	271	260	320	184	191	221	107	128	118	218	250	223	216	202	177	45	35	30	271	260	320	184	191	221	107	128	118	218	250	223	216	202	177	3325270.8	3453242.8	3586793.2	1.6989212E7	1.7076636E7	2.3469462E7	5912249.0	6206620.0	6689307.0	4259719.0	4168181.5	4071580.8	5860919.0	5871132.5	9880275.0	5761043.5	4964125.0	5130435.5	1224953.0	1242185.6	1254052.2	4418705.5	4424136.0	6139554.0	1969344.8	1870969.8	2032191.2	1370319.8	1394990.6	1481408.5	2112376.8	2205617.0	2716086.8	1726533.4	1510312.6	1561828.4	
MAG107_contig_30_1789	"MAG107_contig_30_1789 rank: D; Domain of unknown function (DUF4442) [PF14539.10] (db=pfam)"	"MAG107_contig_30_1789 rank: D; Domain of unknown function (DUF4442) [PF14539.10] (db=pfam)"		154			"MAG107_contig_30_1789 rank: D; Domain of unknown function (DUF4442) [PF14539.10] (db=pfam)"	1.0	0.999	5	174	174	174	6	4	4	11	9	12	10	15	15	20	20	16	7	9	5	0	0	0	6	4	4	11	9	12	10	15	15	20	20	16	7	9	5	0	0	0	6	4	4	11	9	12	10	15	15	20	20	16	7	9	5	0	0	0	438662.53	271778.44	210145.66	1411188.6	1309519.8	1162391.4	783016.0	842033.06	1040327.9	1448855.5	1486618.8	1294938.8	376647.7	286372.1	255932.36	0.0	19742.016	0.0	187323.9	212072.73	205491.8	880998.1	624592.0	812701.2	239743.42	245986.38	350626.56	542680.56	583766.4	494809.5	175654.27	134342.9	117845.95	0.0	11925.431	0.0	
MAG107_contig_30_1790	"MAG107_contig_30_1790 rank: D; Bacterial regulatory proteins, tetR family [PF00440.27]; Tetracyclin repressor-like, C-terminal domain [PF16295.9] (db=pfam)"	"MAG107_contig_30_1790 rank: D; Bacterial regulatory proteins, tetR family [PF00440.27]; Tetracyclin repressor-like, C-terminal domain [PF16295.9] (db=pfam)"		207			"MAG107_contig_30_1790 rank: D; Bacterial regulatory proteins, tetR family [PF00440.27]; Tetracyclin repressor-like, C-terminal domain [PF16295.9] (db=pfam)"	1.0	0.999	4	20	20	20	0	1	0	0	0	0	2	2	2	0	2	1	0	0	0	4	2	4	0	1	0	0	0	0	2	2	2	0	2	1	0	0	0	4	2	4	0	1	0	0	0	0	2	2	2	0	2	1	0	0	0	4	2	4	0.0	0.0	0.0	0.0	0.0	0.0	42816.156	63184.867	44124.18	0.0	78791.04	45650.594	0.0	0.0	0.0	49933.43	36361.957	50593.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38515.445	28884.115	0.0	36597.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_1791	MAG107_contig_30_1791 rank: E	MAG107_contig_30_1791 rank: E		111			MAG107_contig_30_1791 rank: E	0.9587	0.999	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7655.4634	6937.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_1792	"MAG107_contig_30_1792 rank: C; NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26] (db=kegg)"	"MAG107_contig_30_1792 rank: C; NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26] (db=kegg)"		187			"MAG107_contig_30_1792 rank: C; NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26] (db=kegg)"	1.0	0.999	14	276	276	675	14	12	10	3	1	1	31	30	27	19	28	22	3	8	3	12	20	16	14	12	10	3	1	1	31	30	27	19	28	22	3	8	3	12	20	16	30	27	27	15	13	8	53	56	52	34	57	63	24	24	33	44	40	47	1350783.5	1520535.6	1378852.9	35803.734	5232.906	27793.97	1043294.5	825277.7	1060722.1	684175.1	659392.94	714214.94	99901.82	143950.84	219722.89	546895.6	561362.5	559370.8	316739.03	307760.16	275917.12	0.0	0.0	0.0	373764.7	305106.62	370943.97	274141.1	260698.61	272952.47	0.0	94273.59	162706.39	244709.55	248821.36	252269.75	
MAG107_contig_30_1793	"MAG107_contig_30_1793 rank: D; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31] (db=pfam)"	"MAG107_contig_30_1793 rank: D; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31] (db=pfam)"		307			"MAG107_contig_30_1793 rank: D; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.31] (db=pfam)"	1.0	0.999	16	199	199	199	1	3	3	9	4	8	22	20	16	18	16	16	2	1	6	17	15	16	1	3	3	9	4	8	22	20	16	18	16	16	2	1	6	17	15	16	1	3	3	9	4	8	22	20	16	18	16	16	2	1	6	17	15	16	68297.58	76075.66	154032.8	208746.03	153722.16	212676.45	538841.5	598809.4	470575.56	326561.06	356668.34	252411.62	43449.18	12783.52	104554.28	276837.88	319354.03	224921.11	0.0	0.0	63732.414	99049.555	90208.6	76933.05	101502.23	108461.16	83664.75	53673.688	66736.195	58563.484	25528.37	0.0	45827.36	53630.348	60296.504	50926.926	
MAG107_contig_30_1794	"MAG107_contig_30_1794 rank: D; Isochorismatase family [PF00857.24] (db=pfam)"	"MAG107_contig_30_1794 rank: D; Isochorismatase family [PF00857.24] (db=pfam)"		208			"MAG107_contig_30_1794 rank: D; Isochorismatase family [PF00857.24] (db=pfam)"	1.0	0.999	9	280	280	280	15	10	10	3	1	0	13	9	13	24	26	29	15	8	18	26	21	21	15	10	10	3	1	0	13	9	13	24	26	29	15	8	18	26	21	21	15	10	10	3	1	0	13	9	13	24	26	29	15	8	18	26	21	21	1039753.7	1142706.2	937231.9	44258.863	44774.832	0.0	237996.36	85438.41	82134.42	1050317.4	1032527.0	1013017.94	558188.1	399774.06	687117.56	946786.75	832085.2	834812.7	230349.73	255736.67	216509.66	0.0	0.0	0.0	58052.715	28009.873	26859.006	191581.3	198744.52	200048.53	119119.164	127918.84	148775.72	193718.95	164271.27	174879.73	
MAG107_contig_30_1795	"MAG107_contig_30_1795 rank: C; quercetin 2,3-dioxygenase [EC:1.13.11.24] (db=kegg)"	"MAG107_contig_30_1795 rank: C; quercetin 2,3-dioxygenase [EC:1.13.11.24] (db=kegg)"		291			"MAG107_contig_30_1795 rank: C; quercetin 2,3-dioxygenase [EC:1.13.11.24] (db=kegg)"	1.0	0.999	14	538	538	538	28	18	24	8	2	2	20	17	20	51	41	40	18	22	26	53	62	60	28	18	24	8	2	2	20	17	20	51	41	40	18	22	26	53	62	60	28	18	24	8	2	2	20	17	20	51	41	40	18	22	26	53	62	60	1519168.2	1369419.4	1497918.6	112690.57	37418.832	14445.293	506190.34	294863.1	515611.0	1465444.8	1320066.0	1313774.2	840626.75	672843.0	969219.1	1830189.9	2201572.8	2497915.0	241268.23	224447.36	223848.08	82773.98	171887.39	0.0	83426.97	59672.926	79673.5	187880.34	172570.42	166701.19	166883.17	140179.69	184549.45	270205.03	296643.53	351786.47	
MAG107_contig_30_1796	"MAG107_contig_30_1796 rank: D; Flavin containing amine oxidoreductase [PF01593.28]; NAD(P)-binding Rossmann-like domain [PF13450.10] (db=pfam)"	"MAG107_contig_30_1796 rank: D; Flavin containing amine oxidoreductase [PF01593.28]; NAD(P)-binding Rossmann-like domain [PF13450.10] (db=pfam)"		428			"MAG107_contig_30_1796 rank: D; Flavin containing amine oxidoreductase [PF01593.28]; NAD(P)-binding Rossmann-like domain [PF13450.10] (db=pfam)"	1.0	0.999	26	653	653	653	17	11	15	28	31	27	59	47	61	42	31	39	1	1	0	63	66	80	17	11	15	28	31	27	59	47	61	42	31	39	1	1	0	63	66	80	17	11	15	28	31	27	59	47	61	42	31	39	1	1	0	63	66	80	395085.12	386622.0	345496.12	1192822.5	1357952.2	1309996.1	1122196.5	1247659.8	1278915.2	1440366.9	1101902.0	1035953.2	37079.3	12461.756	0.0	2674080.2	2381584.8	2775490.2	126445.19	130500.41	133285.12	209444.6	251721.73	237913.47	147734.36	165182.05	170151.45	201887.52	209773.12	215381.73	0.0	0.0	0.0	321467.6	357475.03	334417.03	
MAG107_contig_30_1798	MAG107_contig_30_1798 rank: E	MAG107_contig_30_1798 rank: E		75			MAG107_contig_30_1798 rank: E	0.9983	0.999	3	20	20	20	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	2	4	7	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	2	4	7	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0	2	4	7	0.0	0.0	0.0	54174.094	45433.77	47949.5	269523.16	0.0	0.0	0.0	284910.88	0.0	0.0	0.0	0.0	28191.838	92199.05	61963.477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45539.312	45994.98	
MAG107_contig_30_180	"MAG107_contig_30_180 rank: C; MFS transporter, Spinster family, sphingosine-1-phosphate transporter (db=kegg)"	"MAG107_contig_30_180 rank: C; MFS transporter, Spinster family, sphingosine-1-phosphate transporter (db=kegg)"		447			"MAG107_contig_30_180 rank: C; MFS transporter, Spinster family, sphingosine-1-phosphate transporter (db=kegg)"	0.9587	0.999	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	59049.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
MAG107_contig_30_1804	"MAG107_contig_30_1804 rank: C; type I restriction enzyme M protein [EC:2.1.1.72] (db=kegg)"	"MAG107_contig_30_1804 rank: C; type I restriction enzyme M protein [EC:2.1.1.72] (db=kegg)"		772			"MAG107_contig_30_1804 rank: C; type I restriction enzyme M protein [EC:2.1.1.72] (db=kegg)"	1.0	0.999	43	663	663	663	22	16	15	4	2	2	76	65	61	63	45	50	5	5	6	75	66	53	22	16	15	4	2	2	76	65	61	63	45	50	5	5	6	75	66	53	22	16	15	4	2	2	76	65	61	63	45	50	5	5	6	75	66	53	1004512.0	906027.94	785180.1	101516.2	33459.27	37285.86	1838510.6	1621895.4	1851303.5	1431089.1	1412644.1	1446985.5	155081.61	132466.94	317683.7	1634248.4	1927931.2	1574738.4	137273.02	163782.48	129258.17	115924.5	54776.33	96492.42	139117.86	129101.48	136364.42	121887.04	123650.92	117788.586	114752.05	137247.23	106582.6	135598.27	133139.36	134453.73	
MAG107_contig_30_1805	"MAG107_contig_30_1805 rank: C; type I restriction enzyme, S subunit [EC:3.1.21.3] (db=kegg)"	"MAG107_contig_30_1805 rank: C; type I restriction enzyme, S subunit [EC:3.1.21.3] (db=kegg)"		461			"MAG107_contig_30_1805 rank: C; type I restriction enzyme, S subunit [EC:3.1.21.3] (db=kegg)"	1.0	0.999	18	245	245	245	5	1	4	0	0	0	37	17	32	18	17	22	0	0	0	31	29	20	5	1	4	0	0	0	37	17	32	18	17	22	0	0	0	31	29	20	5	1	4	0	0	0	37	17	32	18	17	22	0	0	0	31	29	20	414004.75	21242.5	488162.9	0.0	0.0	0.0	455304.66	355843.34	466923.84	282354.25	316969.22	281807.4	0.0	0.0	0.0	463123.5	352388.62	417497.3	91761.74	0.0	102272.125	0.0	0.0	0.0	83317.48	76984.195	85176.09	80395.164	64490.504	69001.7	0.0	0.0	0.0	96244.47	88496.914	86374.195	
MAG107_contig_30_1806	"MAG107_contig_30_1806 rank: C; type I restriction enzyme, R subunit [EC:3.1.21.3] (db=kegg)"	"MAG107_contig_30_1806 rank: C; type I restriction enzyme, R subunit [EC:3.1.21.3] (db=kegg)"		1085			"MAG107_contig_30_1806 rank: C; type I restriction enzyme, R subunit [EC:3.1.21.3] (db=kegg)"	1.0	0.999	52	808	808	808	16	13	13	11	3	2	100	86	82	82	63	72	3	1	1	77	69	72	16	13	13	11	3	2	100	86	82	82	63	72	3	1	1	77	69	72	16	13	13	11	3	2	100	86	82	82	63	72	3	1	1	77	69	72	459848.38	336536.0	311142.1	255819.12	124283.805	89279.27	2120341.8	2105300.8	1838400.6	1950033.6	1659129.8	1650630.6	38976.312	13759.26	11032.178	1800481.8	1610515.2	1379685.6	93973.48	92282.82	73200.94	114870.305	66066.47	0.0	117218.77	117797.875	110391.91	101743.74	106525.414	94874.125	204553.55	0.0	0.0	112403.84	87616.29	95218.47	
